x,y
500.0,500.0
566.0606363844101,500.0
552.1958443096435,520.2207778118017
585.715911677,578.1403782043209
530.2728782315111,560.7961351436762
510.4220182847482,612.4714891698386
475.88720157857387,584.7476958586028
414.1198948764198,613.7236382246781
389.3432385209395,568.5157659548174
129.95609862183818,569.1731935198077
149.61789917244596,434.50223398857645
134.74723693152328,273.8450638329434
256.44563672237234,177.48190040557262
378.97930946199335,74.65639221702253
541.1166899849717,56.280249564338476
673.0114311146112,152.5462076316188
797.914801521654,228.41477377865078
834.5409662339378,370.398139226726
