x,y
500.0,500.0
559.6300961575669,384.4397490162578
433.20998194385925,571.951127860208
432.5778152844531,492.03263387826826
649.7013296173543,503.6091975655621
624.1353970884006,462.11012321831373
482.2594466058249,591.8988938068856
526.2196598863071,631.2547981881706
447.91879434294196,421.2469960829459
582.4234957586791,445.9136978533023
133.67440490716353,526.4551486101211
254.02815046635192,177.05055833582833
209.4230194212716,225.98433938239077
777.0564267730167,276.41173564271264
586.4086942729556,906.3203565112574
504.9183290399869,105.31207573062187
889.9284009801568,285.9587539679485
82.57296606104927,643.3686952288108
857.7484339253056,654.4209754274938
178.0425037770728,280.9189083551723
