x,y
90.89116337356153,91.0193931001989
181.85932000499577,90.94071830608154
272.7899808695848,90.8292407377179
363.7577628565397,91.01699811626563
454.5831343618695,90.92758672700126
545.3686888635006,90.9002537399029
636.2552866077576,91.02909241983701
727.1739247918076,90.97624726151427
818.3097802161394,90.89752922342208
909.0137514666354,91.03189217159736
91.0259959508925,181.784344839347
181.78970912763396,181.76539219025278
272.5796332719606,181.7264937702238
363.53585643810914,181.70099410397316
454.4423460556236,181.64482087580566
545.393971036903,181.81171670064512
636.3645891408895,181.8689348131624
727.2460920788701,181.88465288651872
818.1109369495182,181.89362996341728
909.1465993739178,181.6904431103129
90.90032998277657,272.7566248029228
181.7482862168995,272.4248620360787
272.72935361575816,272.6228652636727
363.5869784893575,272.686201583604
454.64358541425133,272.6651287849949
545.396364336524,272.7147424674768
636.4333907347567,272.74610763607325
726.9991488444498,272.8090704311001
818.1531731768725,272.7731257756191
909.184033093064,272.77917384038363
90.94604968297011,363.54268390472606
181.8941490294912,363.75411759278467
272.86366219190774,363.7165445661287
363.6662161891693,363.52750682345817
454.5819585476938,363.66043398222746
545.2966578789741,363.6763925487413
636.5230578903668,363.4034730739577
727.1955735525319,363.5730322404386
818.0914622520182,363.6405753561603
908.9503590096087,363.69253167487466
90.79019663278797,454.4413957668499
181.7895983359859,454.6125573240599
272.7413976437099,454.7959132981272
363.6293700833459,454.456115370926
454.70697832553566,454.49533879208474
545.5296895855954,454.4585737763282
636.3206995013195,454.4885216237769
727.3136056984649,454.6929588609449
818.1214008301245,454.42196208268996
908.9648877856389,454.46955963659616
90.95837009129819,545.3155820653984
181.86488407312083,545.5284975860062
272.86281493282166,545.3057062292985
363.7799744302663,545.5210026586235
454.5861073969953,545.5055167387644
545.3571337648264,545.6137102633305
636.3300053910865,545.4487912173491
727.1740494541981,545.59064328673
818.2548336579096,545.4323807353376
909.0783088301506,545.5532989247981
90.9104936263825,636.1945123618365
181.83754782519924,636.3840316186702
272.7387325535154,636.3150171009798
363.54656451441696,636.6259393843198
454.4099564925261,636.3856143616864
545.4610912769197,636.2074449629531
636.4483695544363,636.4261225608416
727.2896260502519,636.3237004258973
818.029359132703,636.2420170902981
909.057075772929,636.3026597554036
90.92852047272328,727.3871333078225
181.7522441434846,727.1660255084179
272.72616648291995,727.2875338714277
363.5937272772741,727.2051076090488
454.5380813912595,727.3096485360105
545.3890022341334,727.3910509860802
636.3828172477448,727.3756431748392
727.3599408843659,727.2855341768301
818.2006099522629,727.2426425144901
909.1465436622863,727.2547751210046
90.87814460572119,818.2390566643176
181.8105835226394,818.2058184363459
272.71477903225366,818.0905547595812
363.74540593426735,818.1938121429197
454.61360274444013,817.9661703215789
545.2710990626598,818.0165239845254
636.2208631075666,818.2596687132772
727.2174948903855,818.3037756479024
818.2718504893026,818.2061803740768
909.1001123922384,818.200734018141
91.02214392030244,909.0955642564086
181.7007856263,909.0547858250976
272.6443122520473,909.1220406155398
363.63374143294465,908.9753709666876
454.6038841830109,909.1926611493946
545.4268865616984,909.0175894901106
636.5449089865389,909.3058653794643
727.1945888097238,908.9523947812045
818.3037050106002,909.0355987798137
909.1526572105852,909.0188851941135
