x,y
345.1337008868706,377.1496422209263
365.70911332512395,395.96449484275814
347.8616835404741,397.1369780653132
336.5545210222667,375.86515028086905
352.363627364177,374.4643167430897
713.5347906114152,534.0619410925984
711.9353545095083,559.1737884807866
666.268317325259,543.7575592333935
758.8690585646137,548.439834092186
691.0480931721189,573.641553854276
881.6340433768922,336.5702419137229
875.6610638555519,315.76262472037786
871.1079953622097,297.2458002922235
888.5179831975779,291.55403713490637
689.0920671948094,712.837784285167
709.0209846549443,754.5025313283311
657.7096549202319,765.8467376827912
689.8470157832169,743.2684930091559
