x,y
782.179738465837,255.9917549067161
894.6939008702013,546.6440018378415
350.02867575828725,463.7206803385528
493.6799811622139,899.6309670296775
620.0128055311984,714.5971324929687
495.9538169119343,211.46827262236957
188.04477803089824,126.03115755463989
151.00218824131838,273.55732958583314
217.89683792660497,268.34181349170217
886.2593414755289,383.31732853132485
610.8879047197163,75.43645321269953
483.85972527813425,258.45075816078133
528.3751909326608,760.3936323845622
968.6347006385301,531.1643861341544
750.889752077244,372.59695826243865
680.69536079135,55.33220374106917
20.595804011600215,922.7027516130086
403.20379401079276,0.13859951384986857
824.5929926192239,12.704686177080426
469.8107386874221,206.69074144518984
