x,y
500.0,500.0
604.236976948308,500.0
563.3126502716649,524.5274513853033
597.4472363508361,588.8348937139449
566.5253691593564,633.6009514181335
510.16949247101553,609.7463016343394
485.31436740541926,551.6146447569026
430.8890819249861,591.5176458299449
386.72567158389523,570.1364947854142
82.45934149961448,578.0518761835203
144.9813678306058,433.63551607058
178.30764110253727,300.81652420451064
274.00770810378754,200.7378413406944
391.8963736327303,120.05516371568649
536.3427747133857,107.79900006889955
664.3758949522918,169.88870210959664
766.505816819018,257.0478466312875
836.411955748427,369.67331402730474
