x,y
500.0,500.0
597.2625938422796,500.0
555.9674885200294,519.2136630777605
554.5565122359728,542.4630379208069
560.6773930019483,592.8736639025708
529.4515326935091,616.301472473741
489.8275801557638,622.7628508694788
476.8285094507585,552.8256775694354
430.8472242461652,575.1199393915117
402.175616562781,552.9399089040828
97.2005397485118,567.2153417785951
121.45475631982526,436.8319711333812
166.14926682063697,319.32901817449823
224.8083491138313,201.06217848424325
326.8050838658646,105.1553620633747
464.47979244839325,71.33484369684561
606.639640625257,78.8895824928868
738.1665272401654,135.45899206586898
791.1403124221986,273.3963990735497
879.2061102317592,369.8183779246468
